Datetime,AEP_MW,temp_mean,load_lag_1,load_lag_2,load_lag_3,load_lag_7,day_of_week,is_weekend,target
2004-10-28,14327.666666666666,14.8,14448.833333333334,14653.791666666666,14476.625,14377.75,3,0,14260.291666666666
2004-10-29,14260.291666666666,17.5,14327.666666666666,14448.833333333334,14653.791666666666,14311.125,4,0,12924.291666666666
2004-10-30,12924.291666666666,20.3,14260.291666666666,14327.666666666666,14448.833333333334,13254.958333333334,5,1,12322.95652173913
2004-10-31,12322.95652173913,13.5,12924.291666666666,14260.291666666666,14327.666666666666,12438.666666666666,6,1,14322.083333333334
2004-11-01,14322.083333333334,10.3,12322.95652173913,12924.291666666666,14260.291666666666,14476.625,0,0,14584.291666666666
2004-11-02,14584.291666666666,16.5,14322.083333333334,12322.95652173913,12924.291666666666,14653.791666666666,1,0,14649.541666666666
2004-11-03,14649.541666666666,9.2,14584.291666666666,14322.083333333334,12322.95652173913,14448.833333333334,2,0,15018.708333333334
2004-11-04,15018.708333333334,11.0,14649.541666666666,14584.291666666666,14322.083333333334,14327.666666666666,3,0,14933.875
2004-11-05,14933.875,7.9,15018.708333333334,14649.541666666666,14584.291666666666,14260.291666666666,4,0,13901.083333333334
2004-11-06,13901.083333333334,9.4,14933.875,15018.708333333334,14649.541666666666,12924.291666666666,5,1,12943.583333333334
2004-11-07,12943.583333333334,11.9,13901.083333333334,14933.875,15018.708333333334,12322.95652173913,6,1,15143.708333333334
2004-11-08,15143.708333333334,4.9,12943.583333333334,13901.083333333334,14933.875,14322.083333333334,0,0,16267.291666666666
2004-11-09,16267.291666666666,2.8,15143.708333333334,12943.583333333334,13901.083333333334,14584.291666666666,1,0,16043.291666666666
2004-11-10,16043.291666666666,6.9,16267.291666666666,15143.708333333334,12943.583333333334,14649.541666666666,2,0,15664.416666666666
2004-11-11,15664.416666666666,8.3,16043.291666666666,16267.291666666666,15143.708333333334,15018.708333333334,3,0,15562.0
2004-11-12,15562.0,5.8,15664.416666666666,16043.291666666666,16267.291666666666,14933.875,4,0,14462.25
2004-11-13,14462.25,3.1,15562.0,15664.416666666666,16043.291666666666,13901.083333333334,5,1,14411.25
2004-11-14,14411.25,2.5,14462.25,15562.0,15664.416666666666,12943.583333333334,6,1,16104.458333333334
2004-11-15,16104.458333333334,3.8,14411.25,14462.25,15562.0,15143.708333333334,0,0,15800.291666666666
2004-11-16,15800.291666666666,6.3,16104.458333333334,14411.25,14462.25,16267.291666666666,1,0,15380.333333333334
2004-11-17,15380.333333333334,9.4,15800.291666666666,16104.458333333334,14411.25,16043.291666666666,2,0,15138.541666666666
2004-11-18,15138.541666666666,14.0,15380.333333333334,15800.291666666666,16104.458333333334,15664.416666666666,3,0,14723.125
2004-11-19,14723.125,13.8,15138.541666666666,15380.333333333334,15800.291666666666,15562.0,4,0,13348.625
2004-11-20,13348.625,13.2,14723.125,15138.541666666666,15380.333333333334,14462.25,5,1,12979.583333333334
2004-11-21,12979.583333333334,10.4,13348.625,14723.125,15138.541666666666,14411.25,6,1,14868.458333333334
2004-11-22,14868.458333333334,7.4,12979.583333333334,13348.625,14723.125,16104.458333333334,0,0,14876.208333333334
2004-11-23,14876.208333333334,9.1,14868.458333333334,12979.583333333334,13348.625,15800.291666666666,1,0,14892.083333333334
2004-11-24,14892.083333333334,12.3,14876.208333333334,14868.458333333334,12979.583333333334,15380.333333333334,2,0,13275.916666666666
2004-11-25,13275.916666666666,2.4,14892.083333333334,14876.208333333334,14868.458333333334,15138.541666666666,3,0,14436.291666666666
2004-11-26,14436.291666666666,1.6,13275.916666666666,14892.083333333334,14876.208333333334,14723.125,4,0,14117.541666666666
2004-11-27,14117.541666666666,7.1,14436.291666666666,13275.916666666666,14892.083333333334,13348.625,5,1,14175.416666666666
2004-11-28,14175.416666666666,4.4,14117.541666666666,14436.291666666666,13275.916666666666,12979.583333333334,6,1,16535.166666666668
2004-11-29,16535.166666666668,2.2,14175.416666666666,14117.541666666666,14436.291666666666,14868.458333333334,0,0,16353.791666666666
2004-11-30,16353.791666666666,5.7,16535.166666666668,14175.416666666666,14117.541666666666,14876.208333333334,1,0,16164.25
2004-12-01,16164.25,5.0,16353.791666666666,16535.166666666668,14175.416666666666,14892.083333333334,2,0,16954.291666666668
2004-12-02,16954.291666666668,2.0,16164.25,16353.791666666666,16535.166666666668,13275.916666666666,3,0,16584.625
2004-12-03,16584.625,1.4,16954.291666666668,16164.25,16353.791666666666,14436.291666666666,4,0,15612.166666666666
2004-12-04,15612.166666666666,2.2,16584.625,16954.291666666668,16164.25,14117.541666666666,5,1,14528.291666666666
2004-12-05,14528.291666666666,4.6,15612.166666666666,16584.625,16954.291666666668,14175.416666666666,6,1,16014.833333333334
2004-12-06,16014.833333333334,8.4,14528.291666666666,15612.166666666666,16584.625,16535.166666666668,0,0,15438.083333333334
2004-12-07,15438.083333333334,13.1,16014.833333333334,14528.291666666666,15612.166666666666,16353.791666666666,1,0,15608.833333333334
2004-12-08,15608.833333333334,6.9,15438.083333333334,16014.833333333334,14528.291666666666,16164.25,2,0,16475.375
2004-12-09,16475.375,5.9,15608.833333333334,15438.083333333334,16014.833333333334,16954.291666666668,3,0,15687.625
2004-12-10,15687.625,8.1,16475.375,15608.833333333334,15438.083333333334,16584.625,4,0,15440.958333333334
2004-12-11,15440.958333333334,2.5,15687.625,16475.375,15608.833333333334,15612.166666666666,5,1,15316.333333333334
2004-12-12,15316.333333333334,2.9,15440.958333333334,15687.625,16475.375,14528.291666666666,6,1,17658.833333333332
2004-12-13,17658.833333333332,0.5,15316.333333333334,15440.958333333334,15687.625,16014.833333333334,0,0,18754.291666666668
2004-12-14,18754.291666666668,-3.2,17658.833333333332,15316.333333333334,15440.958333333334,15438.083333333334,1,0,18730.25
2004-12-15,18730.25,-3.9,18754.291666666668,17658.833333333332,15316.333333333334,15608.833333333334,2,0,18448.541666666668
2004-12-16,18448.541666666668,-0.7,18730.25,18754.291666666668,17658.833333333332,16475.375,3,0,17319.958333333332
2004-12-17,17319.958333333332,-0.8,18448.541666666668,18730.25,18754.291666666668,15687.625,4,0,16628.416666666668
2004-12-18,16628.416666666668,0.4,17319.958333333332,18448.541666666668,18730.25,15440.958333333334,5,1,17187.458333333332
2004-12-19,17187.458333333332,-7.0,16628.416666666668,17319.958333333332,18448.541666666668,15316.333333333334,6,1,20864.708333333332
2004-12-20,20864.708333333332,-12.1,17187.458333333332,16628.416666666668,17319.958333333332,17658.833333333332,0,0,18654.791666666668
2004-12-21,18654.791666666668,0.2,20864.708333333332,17187.458333333332,16628.416666666668,18754.291666666668,1,0,17396.541666666668
2004-12-22,17396.541666666668,-1.7,18654.791666666668,20864.708333333332,17187.458333333332,18730.25,2,0,16382.75
2004-12-23,16382.75,-6.0,17396.541666666668,18654.791666666668,20864.708333333332,18448.541666666668,3,0,16470.916666666668
2004-12-24,16470.916666666668,-16.4,16382.75,17396.541666666668,18654.791666666668,17319.958333333332,4,0,16374.583333333334
2004-12-25,16374.583333333334,-14.2,16470.916666666668,16382.75,17396.541666666668,16628.416666666668,5,1,16073.125
2004-12-26,16073.125,-8.1,16374.583333333334,16470.916666666668,16382.75,17187.458333333332,6,1,18350.541666666668
2004-12-27,18350.541666666668,-11.6,16073.125,16374.583333333334,16470.916666666668,20864.708333333332,0,0,18116.0
2004-12-28,18116.0,-4.6,18350.541666666668,16073.125,16374.583333333334,18654.791666666668,1,0,16280.958333333334
2004-12-29,16280.958333333334,2.9,18116.0,18350.541666666668,16073.125,17396.541666666668,2,0,15242.916666666666
2004-12-30,15242.916666666666,4.6,16280.958333333334,18116.0,18350.541666666668,16382.75,3,0,14108.083333333334
2004-12-31,14108.083333333334,11.0,15242.916666666666,16280.958333333334,18116.0,16470.916666666668,4,0,12995.708333333334
2005-01-01,12995.708333333334,8.6,14108.083333333334,15242.916666666666,16280.958333333334,16374.583333333334,5,1,13446.333333333334
2005-01-02,13446.333333333334,10.7,12995.708333333334,14108.083333333334,15242.916666666666,16073.125,6,1,15164.041666666666
2005-01-03,15164.041666666666,13.2,13446.333333333334,12995.708333333334,14108.083333333334,18350.541666666668,0,0,15583.458333333334
2005-01-04,15583.458333333334,6.6,15164.041666666666,13446.333333333334,12995.708333333334,18116.0,1,0,16226.875
2005-01-05,16226.875,2.5,15583.458333333334,15164.041666666666,13446.333333333334,16280.958333333334,2,0,15618.791666666666
2005-01-06,15618.791666666666,2.0,16226.875,15583.458333333334,15164.041666666666,15242.916666666666,3,0,16236.625
2005-01-07,16236.625,-0.5,15618.791666666666,16226.875,15583.458333333334,14108.083333333334,4,0,15139.083333333334
2005-01-08,15139.083333333334,1.5,16236.625,15618.791666666666,16226.875,12995.708333333334,5,1,14576.166666666666
2005-01-09,14576.166666666666,2.9,15139.083333333334,16236.625,15618.791666666666,13446.333333333334,6,1,16263.833333333334
2005-01-10,16263.833333333334,3.8,14576.166666666666,15139.083333333334,16236.625,15164.041666666666,0,0,16427.083333333332
2005-01-11,16427.083333333332,7.2,16263.833333333334,14576.166666666666,15139.083333333334,15583.458333333334,1,0,15336.041666666666
2005-01-12,15336.041666666666,15.0,16427.083333333332,16263.833333333334,14576.166666666666,16226.875,2,0,15025.833333333334
2005-01-13,15025.833333333334,14.1,15336.041666666666,16427.083333333332,16263.833333333334,15618.791666666666,3,0,16666.958333333332
2005-01-14,16666.958333333332,-1.3,15025.833333333334,15336.041666666666,16427.083333333332,16236.625,4,0,16563.875
2005-01-15,16563.875,-4.5,16666.958333333332,15025.833333333334,15336.041666666666,15139.083333333334,5,1,16705.333333333332
2005-01-16,16705.333333333332,-6.1,16563.875,16666.958333333332,15025.833333333334,14576.166666666666,6,1,20029.125
2005-01-17,20029.125,-10.8,16705.333333333332,16563.875,16666.958333333332,16263.833333333334,0,0,20806.25
2005-01-18,20806.25,-11.4,20029.125,16705.333333333332,16563.875,16427.083333333332,1,0,19909.125
2005-01-19,19909.125,-3.2,20806.25,20029.125,16705.333333333332,15336.041666666666,2,0,18686.75
2005-01-20,18686.75,-4.3,19909.125,20806.25,20029.125,15025.833333333334,3,0,18907.333333333332
2005-01-21,18907.333333333332,-9.6,18686.75,19909.125,20806.25,16666.958333333332,4,0,18296.375
2005-01-22,18296.375,-7.3,18907.333333333332,18686.75,19909.125,16563.875,5,1,19291.125
2005-01-23,19291.125,-15.7,18296.375,18907.333333333332,18686.75,16705.333333333332,6,1,20646.958333333332
2005-01-24,20646.958333333332,-11.8,19291.125,18296.375,18907.333333333332,20029.125,0,0,18347.625
2005-01-25,18347.625,-2.3,20646.958333333332,19291.125,18296.375,20806.25,1,0,17652.125
2005-01-26,17652.125,-0.0,18347.625,20646.958333333332,19291.125,19909.125,2,0,19053.166666666668
2005-01-27,19053.166666666668,-9.8,17652.125,18347.625,20646.958333333332,18686.75,3,0,19482.833333333332
2005-01-28,19482.833333333332,-9.8,19053.166666666668,17652.125,18347.625,18907.333333333332,4,0,17662.583333333332
2005-01-29,17662.583333333332,-2.9,19482.833333333332,19053.166666666668,17652.125,18296.375,5,1,16087.75
2005-01-30,16087.75,-1.7,17662.583333333332,19482.833333333332,19053.166666666668,19291.125,6,1,17794.583333333332
2005-01-31,17794.583333333332,-4.3,16087.75,17662.583333333332,19482.833333333332,20646.958333333332,0,0,17788.541666666668
2005-02-01,17788.541666666668,-4.6,17794.583333333332,16087.75,17662.583333333332,18347.625,1,0,18189.375
2005-02-02,18189.375,-3.4,17788.541666666668,17794.583333333332,16087.75,17652.125,2,0,17136.416666666668
2005-02-03,17136.416666666668,-0.9,18189.375,17788.541666666668,17794.583333333332,19053.166666666668,3,0,17117.875
2005-02-04,17117.875,-1.0,17136.416666666668,18189.375,17788.541666666668,19482.833333333332,4,0,15537.458333333334
2005-02-05,15537.458333333334,1.9,17117.875,17136.416666666668,18189.375,17662.583333333332,5,1,14592.25
2005-02-06,14592.25,3.2,15537.458333333334,17117.875,17136.416666666668,16087.75,6,1,16022.583333333334
2005-02-07,16022.583333333334,5.6,14592.25,15537.458333333334,17117.875,17794.583333333332,0,0,15996.0
2005-02-08,15996.0,6.4,16022.583333333334,14592.25,15537.458333333334,17788.541666666668,1,0,16016.583333333334
2005-02-09,16016.583333333334,2.4,15996.0,16022.583333333334,14592.25,18189.375,2,0,17753.958333333332
2005-02-10,17753.958333333332,-2.6,16016.583333333334,15996.0,16022.583333333334,17136.416666666668,3,0,18406.75
2005-02-11,18406.75,-3.8,17753.958333333332,16016.583333333334,15996.0,17117.875,4,0,15582.791666666666
2005-02-12,15582.791666666666,1.7,18406.75,17753.958333333332,16016.583333333334,15537.458333333334,5,1,15112.25
2005-02-13,15112.25,2.4,15582.791666666666,18406.75,17753.958333333332,14592.25,6,1,16165.791666666666
2005-02-14,16165.791666666666,7.7,15112.25,15582.791666666666,18406.75,16022.583333333334,0,0,15665.583333333334
2005-02-15,15665.583333333334,8.5,16165.791666666666,15112.25,15582.791666666666,15996.0,1,0,16206.625
2005-02-16,16206.625,3.8,15665.583333333334,16165.791666666666,15112.25,16016.583333333334,2,0,17533.666666666668
2005-02-17,17533.666666666668,-2.0,16206.625,15665.583333333334,16165.791666666666,17753.958333333332,3,0,18008.166666666668
2005-02-18,18008.166666666668,-5.3,17533.666666666668,16206.625,15665.583333333334,18406.75,4,0,16511.916666666668
2005-02-19,16511.916666666668,-2.8,18008.166666666668,17533.666666666668,16206.625,15582.791666666666,5,1,15397.708333333334
2005-02-20,15397.708333333334,1.6,16511.916666666668,18008.166666666668,17533.666666666668,15112.25,6,1,15926.958333333334
2005-02-21,15926.958333333334,6.3,15397.708333333334,16511.916666666668,18008.166666666668,16165.791666666666,0,0,16116.916666666666
2005-02-22,16116.916666666666,2.6,15926.958333333334,15397.708333333334,16511.916666666668,15665.583333333334,1,0,16311.125
2005-02-23,16311.125,-0.4,16116.916666666666,15926.958333333334,15397.708333333334,16206.625,2,0,17525.958333333332
2005-02-24,17525.958333333332,-1.9,16311.125,16116.916666666666,15926.958333333334,17533.666666666668,3,0,17292.458333333332
2005-02-25,17292.458333333332,-2.5,17525.958333333332,16311.125,16116.916666666666,18008.166666666668,4,0,15635.666666666666
2005-02-26,15635.666666666666,-0.2,17292.458333333332,17525.958333333332,16311.125,16511.916666666668,5,1,15252.166666666666
2005-02-27,15252.166666666666,-0.5,15635.666666666666,17292.458333333332,17525.958333333332,15397.708333333334,6,1,17102.5
2005-02-28,17102.5,1.8,15252.166666666666,15635.666666666666,17292.458333333332,15926.958333333334,0,0,18429.166666666668
2005-03-01,18429.166666666668,-2.9,17102.5,15252.166666666666,15635.666666666666,16116.916666666666,1,0,18563.416666666668
2005-03-02,18563.416666666668,-6.6,18429.166666666668,17102.5,15252.166666666666,16311.125,2,0,18121.083333333332
2005-03-03,18121.083333333332,-6.8,18563.416666666668,18429.166666666668,17102.5,17525.958333333332,3,0,17663.375
2005-03-04,17663.375,-1.1,18121.083333333332,18563.416666666668,18429.166666666668,17292.458333333332,4,0,15418.875
2005-03-05,15418.875,0.9,17663.375,18121.083333333332,18563.416666666668,15635.666666666666,5,1,14247.375
2005-03-06,14247.375,4.1,15418.875,17663.375,18121.083333333332,15252.166666666666,6,1,15471.958333333334
2005-03-07,15471.958333333334,9.2,14247.375,15418.875,17663.375,17102.5,0,0,17429.083333333332
2005-03-08,17429.083333333332,-3.1,15471.958333333334,14247.375,15418.875,18429.166666666668,1,0,17907.0
2005-03-09,17907.0,-4.1,17429.083333333332,15471.958333333334,14247.375,18563.416666666668,2,0,17568.166666666668
2005-03-10,17568.166666666668,-3.6,17907.0,17429.083333333332,15471.958333333334,18121.083333333332,3,0,17016.541666666668
2005-03-11,17016.541666666668,0.6,17568.166666666668,17907.0,17429.083333333332,17663.375,4,0,15855.416666666666
2005-03-12,15855.416666666666,-0.8,17016.541666666668,17568.166666666668,17907.0,15418.875,5,1,14973.916666666666
2005-03-13,14973.916666666666,-2.9,15855.416666666666,17016.541666666668,17568.166666666668,14247.375,6,1,16623.958333333332
2005-03-14,16623.958333333332,-1.1,14973.916666666666,15855.416666666666,17016.541666666668,15471.958333333334,0,0,16567.791666666668
2005-03-15,16567.791666666668,1.4,16623.958333333332,14973.916666666666,15855.416666666666,17429.083333333332,1,0,16755.291666666668
2005-03-16,16755.291666666668,1.3,16567.791666666668,16623.958333333332,14973.916666666666,17907.0,2,0,16447.75
2005-03-17,16447.75,4.6,16755.291666666668,16567.791666666668,16623.958333333332,17568.166666666668,3,0,15823.875
2005-03-18,15823.875,5.8,16447.75,16755.291666666668,16567.791666666668,17016.541666666668,4,0,14655.375
2005-03-19,14655.375,6.4,15823.875,16447.75,16755.291666666668,15855.416666666666,5,1,14042.708333333334
2005-03-20,14042.708333333334,4.4,14655.375,15823.875,16447.75,14973.916666666666,6,1,15904.416666666666
2005-03-21,15904.416666666666,2.3,14042.708333333334,14655.375,15823.875,16623.958333333332,0,0,15955.416666666666
2005-03-22,15955.416666666666,4.0,15904.416666666666,14042.708333333334,14655.375,16567.791666666668,1,0,15837.0
2005-03-23,15837.0,4.1,15955.416666666666,15904.416666666666,14042.708333333334,16755.291666666668,2,0,15992.083333333334
2005-03-24,15992.083333333334,2.4,15837.0,15955.416666666666,15904.416666666666,16447.75,3,0,14799.083333333334
2005-03-25,14799.083333333334,4.4,15992.083333333334,15837.0,15955.416666666666,15823.875,4,0,13675.458333333334
2005-03-26,13675.458333333334,5.9,14799.083333333334,15992.083333333334,15837.0,14655.375,5,1,13144.125
2005-03-27,13144.125,6.1,13675.458333333334,14799.083333333334,15992.083333333334,14042.708333333334,6,1,15044.625
2005-03-28,15044.625,8.0,13144.125,13675.458333333334,14799.083333333334,15904.416666666666,0,0,14947.625
2005-03-29,14947.625,9.1,15044.625,13144.125,13675.458333333334,15955.416666666666,1,0,14560.0
2005-03-30,14560.0,13.2,14947.625,15044.625,13144.125,15837.0,2,0,14203.958333333334
2005-03-31,14203.958333333334,15.2,14560.0,14947.625,15044.625,15992.083333333334,3,0,14514.916666666666
2005-04-01,14514.916666666666,8.3,14203.958333333334,14560.0,14947.625,14799.083333333334,4,0,14583.75
2005-04-02,14583.75,3.1,14514.916666666666,14203.958333333334,14560.0,13675.458333333334,5,1,13696.565217391304
2005-04-03,13696.565217391304,6.5,14583.75,14514.916666666666,14203.958333333334,13144.125,6,1,14676.041666666666
2005-04-04,14676.041666666666,9.7,13696.565217391304,14583.75,14514.916666666666,15044.625,0,0,14449.541666666666
2005-04-05,14449.541666666666,14.2,14676.041666666666,13696.565217391304,14583.75,14947.625,1,0,14052.333333333334
2005-04-06,14052.333333333334,16.3,14449.541666666666,14676.041666666666,13696.565217391304,14560.0,2,0,14143.625
2005-04-07,14143.625,14.4,14052.333333333334,14449.541666666666,14676.041666666666,14203.958333333334,3,0,13975.875
2005-04-08,13975.875,11.0,14143.625,14052.333333333334,14449.541666666666,14514.916666666666,4,0,12652.291666666666
2005-04-09,12652.291666666666,12.8,13975.875,14143.625,14052.333333333334,14583.75,5,1,12032.75
2005-04-10,12032.75,15.4,12652.291666666666,13975.875,14143.625,13696.565217391304,6,1,13733.125
2005-04-11,13733.125,15.5,12032.75,12652.291666666666,13975.875,14676.041666666666,0,0,13982.0
2005-04-12,13982.0,11.8,13733.125,12032.75,12652.291666666666,14449.541666666666,1,0,14445.458333333334
2005-04-13,14445.458333333334,11.5,13982.0,13733.125,12032.75,14052.333333333334,2,0,14462.75
2005-04-14,14462.75,10.4,14445.458333333334,13982.0,13733.125,14143.625,3,0,14115.916666666666
2005-04-15,14115.916666666666,11.4,14462.75,14445.458333333334,13982.0,13975.875,4,0,12903.541666666666
2005-04-16,12903.541666666666,12.0,14115.916666666666,14462.75,14445.458333333334,12652.291666666666,5,1,12362.916666666666
2005-04-17,12362.916666666666,14.1,12903.541666666666,14115.916666666666,14462.75,12032.75,6,1,14115.5
2005-04-18,14115.5,17.7,12362.916666666666,12903.541666666666,14115.916666666666,13733.125,0,0,14473.25
2005-04-19,14473.25,18.2,14115.5,12362.916666666666,12903.541666666666,13982.0,1,0,14409.875
2005-04-20,14409.875,18.5,14473.25,14115.5,12362.916666666666,14445.458333333334,2,0,14008.125
2005-04-21,14008.125,11.3,14409.875,14473.25,14115.5,14462.75,3,0,14138.625
2005-04-22,14138.625,11.4,14008.125,14409.875,14473.25,14115.916666666666,4,0,14013.5
2005-04-23,14013.5,4.5,14138.625,14008.125,14409.875,12903.541666666666,5,1,14702.791666666666
2005-04-24,14702.791666666666,1.5,14013.5,14138.625,14008.125,12362.916666666666,6,1,15002.833333333334
2005-04-25,15002.833333333334,7.9,14702.791666666666,14013.5,14138.625,14115.5,0,0,14638.0
2005-04-26,14638.0,10.6,15002.833333333334,14702.791666666666,14013.5,14473.25,1,0,14528.833333333334
2005-04-27,14528.833333333334,8.1,14638.0,15002.833333333334,14702.791666666666,14409.875,2,0,14665.125
2005-04-28,14665.125,9.9,14528.833333333334,14638.0,15002.833333333334,14008.125,3,0,14395.458333333334
2005-04-29,14395.458333333334,10.7,14665.125,14528.833333333334,14638.0,14138.625,4,0,13083.375
2005-04-30,13083.375,9.1,14395.458333333334,14665.125,14528.833333333334,14013.5,5,1,12536.416666666666
2005-05-01,12536.416666666666,8.3,13083.375,14395.458333333334,14665.125,14702.791666666666,6,1,14784.541666666666
2005-05-02,14784.541666666666,7.1,12536.416666666666,13083.375,14395.458333333334,15002.833333333334,0,0,15081.166666666666
2005-05-03,15081.166666666666,5.9,14784.541666666666,12536.416666666666,13083.375,14638.0,1,0,14844.958333333334
2005-05-04,14844.958333333334,7.2,15081.166666666666,14784.541666666666,12536.416666666666,14528.833333333334,2,0,14523.25
2005-05-05,14523.25,10.8,14844.958333333334,15081.166666666666,14784.541666666666,14665.125,3,0,14115.5
2005-05-06,14115.5,12.8,14523.25,14844.958333333334,15081.166666666666,14395.458333333334,4,0,12720.083333333334
2005-05-07,12720.083333333334,14.8,14115.5,14523.25,14844.958333333334,13083.375,5,1,12020.791666666666
2005-05-08,12020.791666666666,15.1,12720.083333333334,14115.5,14523.25,12536.416666666666,6,1,14338.0
2005-05-09,14338.0,17.5,12020.791666666666,12720.083333333334,14115.5,14784.541666666666,0,0,14761.041666666666
2005-05-10,14761.041666666666,19.6,14338.0,12020.791666666666,12720.083333333334,15081.166666666666,1,0,15259.0
2005-05-11,15259.0,21.7,14761.041666666666,14338.0,12020.791666666666,14844.958333333334,2,0,14483.75
2005-05-12,14483.75,12.4,15259.0,14761.041666666666,14338.0,14523.25,3,0,14350.666666666666
2005-05-13,14350.666666666666,17.9,14483.75,15259.0,14761.041666666666,14115.5,4,0,12973.458333333334
2005-05-14,12973.458333333334,18.4,14350.666666666666,14483.75,15259.0,12720.083333333334,5,1,11930.0
2005-05-15,11930.0,12.2,12973.458333333334,14350.666666666666,14483.75,12020.791666666666,6,1,13848.583333333334
2005-05-16,13848.583333333334,10.5,11930.0,12973.458333333334,14350.666666666666,14338.0,0,0,14268.5
2005-05-17,14268.5,13.2,13848.583333333334,11930.0,12973.458333333334,14761.041666666666,1,0,14256.75
2005-05-18,14256.75,15.3,14268.5,13848.583333333334,11930.0,15259.0,2,0,14366.75
2005-05-19,14366.75,15.6,14256.75,14268.5,13848.583333333334,14483.75,3,0,13903.625
2005-05-20,13903.625,15.5,14366.75,14256.75,14268.5,14350.666666666666,4,0,12602.166666666666
2005-05-21,12602.166666666666,15.5,13903.625,14366.75,14256.75,12973.458333333334,5,1,11987.083333333334
2005-05-22,11987.083333333334,16.2,12602.166666666666,13903.625,14366.75,11930.0,6,1,13970.208333333334
2005-05-23,13970.208333333334,16.1,11987.083333333334,12602.166666666666,13903.625,13848.583333333334,0,0,14024.041666666666
2005-05-24,14024.041666666666,12.3,13970.208333333334,11987.083333333334,12602.166666666666,14268.5,1,0,14039.875
2005-05-25,14039.875,13.5,14024.041666666666,13970.208333333334,11987.083333333334,14256.75,2,0,14364.375
2005-05-26,14364.375,16.9,14039.875,14024.041666666666,13970.208333333334,14366.75,3,0,13910.583333333334
2005-05-27,13910.583333333334,18.3,14364.375,14039.875,14024.041666666666,13903.625,4,0,12106.541666666666
2005-05-28,12106.541666666666,16.0,13910.583333333334,14364.375,14039.875,12602.166666666666,5,1,11599.083333333334
2005-05-29,11599.083333333334,16.3,12106.541666666666,13910.583333333334,14364.375,11987.083333333334,6,1,11953.75
2005-05-30,11953.75,16.1,11599.083333333334,12106.541666666666,13910.583333333334,13970.208333333334,0,0,14312.708333333334
2005-05-31,14312.708333333334,17.4,11953.75,11599.083333333334,12106.541666666666,14024.041666666666,1,0,14437.916666666666
2005-06-01,14437.916666666666,19.2,14312.708333333334,11953.75,11599.083333333334,14039.875,2,0,14351.875
2005-06-02,14351.875,18.0,14437.916666666666,14312.708333333334,11953.75,14364.375,3,0,14436.916666666666
2005-06-03,14436.916666666666,19.6,14351.875,14437.916666666666,14312.708333333334,13910.583333333334,4,0,14192.333333333334
2005-06-04,14192.333333333334,21.7,14436.916666666666,14351.875,14437.916666666666,12106.541666666666,5,1,14844.083333333334
2005-06-05,14844.083333333334,24.7,14192.333333333334,14436.916666666666,14351.875,11599.083333333334,6,1,17294.833333333332
2005-06-06,17294.833333333332,25.6,14844.083333333334,14192.333333333334,14436.916666666666,11953.75,0,0,17529.333333333332
2005-06-07,17529.333333333332,24.9,17294.833333333332,14844.083333333334,14192.333333333334,14312.708333333334,1,0,17849.875
